File;Entries;Mean;Mean_normalized;Variance;Variance_normalized;Sample_Estimation;Sample_Estimation_binomial
SP_CRAY/SP_ETTY;70;0.014285714285714285;0.5071428571428571;0.9997929606625272;0.2499482401656318;67.62458250427932;67.62478255925217
SP_CRAY/SP_FULVER;70;0.4857142857142857;0.7428571428571429;0.7751552795031053;0.1937888198757763;52.43040730917815;51.68140149047562
SP_CRAY/SP_GYSACHE;70;0.11428571428571428;0.5571428571428572;1.0012422360248443;0.2503105590062111;67.72260944102179;66.75514359186437
SP_CRAY/SP_SCYLIOR;70;0.08571428571428572;0.5428571428571428;0.9780538302277442;0.24451345755693604;66.15417845314047;67.14164979959227
SP_CRAY/SP_TRITH;70;-0.22857142857142856;0.38571428571428573;0.9614906832298142;0.24037267080745356;65.03387060465374;64.1048153103015
SP_GYSACHE/SP_REPLICON;70;0.12857142857142856;0.5642857142857143;0.9832298136645956;0.2458074534161489;66.50427465579247;66.52047910860098
SP_GYSACHE/SP_CHATO;70;-0.07142857142857142;0.4642857142857143;0.9948240165631478;0.24870600414078695;67.28849014973326;67.29349152405682
SP_GYSACHE/SP_HUMAN;70;-0.014285714285714285;0.4928571428571429;0.9708074534161503;0.24270186335403757;65.66404376942756;67.62478255925217
SP_GYSACHE/SP_EAXAW;70;0.07142857142857142;0.5357142857142857;0.994824016563148;0.248706004140787;67.28849014973328;67.29349152405682
SP_GYSACHE/SP_SLY;70;0.44285714285714284;0.7214285714285714;0.8010351966873717;0.20025879917184292;54.18088832243874;54.37314115143791
SP_GYSACHE/SP_GEORGE;70;-0.14285714285714285;0.42857142857142855;0.9937888198757778;0.2484472049689444;67.21847090920289;66.25820703907131
SP_GYSACHE/SP_FULVER;70;0.2571428571428571;0.6285714285714286;0.9474120082815738;0.23685300207039345;64.08160893344001;63.166157377248
SP_GYSACHE/SP_SCYLIOR;70;-0.014285714285714285;0.4928571428571429;0.9997929606625272;0.2499482401656318;67.62458250427932;67.62478255925217
SP_GYSACHE/SP_TRITH;70;-0.4;0.3;0.8521739130434781;0.21304347826086953;57.639838804641386;56.81641253600365
SP_SCYLIOR/SP_REPLICON;70;0.07142857142857142;0.5357142857142857;0.9948240165631478;0.24870600414078695;67.28849014973326;67.29349152405682
SP_SCYLIOR/SP_CHATO;70;-0.11428571428571428;0.44285714285714284;1.0012422360248445;0.25031055900621113;67.72260944102179;66.75514359186435
SP_SCYLIOR/SP_HUMAN;70;0.11428571428571428;0.5571428571428572;1.0012422360248443;0.2503105590062111;67.72260944102179;66.75514359186437
SP_SCYLIOR/SP_EAXAW;70;0.22857142857142856;0.6142857142857143;0.9614906832298139;0.24037267080745348;65.03387060465371;64.1048153103015
SP_SCYLIOR/SP_SLY;70;0.4857142857142857;0.7428571428571429;0.7751552795031051;0.19378881987577629;52.43040730917815;51.68140149047562
SP_SCYLIOR/SP_GEORGE;70;-0.18571428571428572;0.40714285714285714;0.9650103519668738;0.24125258799171845;65.27193602245713;65.30574531288468
SP_SCYLIOR/SP_FULVER;70;0.38571428571428573;0.6928571428571428;0.8490683229813666;0.21226708074534165;57.429781083050145;57.57562115832635
SP_TRITH/SP_REPLICON;70;0.35714285714285715;0.6785714285714286;0.8706004140786744;0.2176501035196686;58.88618128608283;59.0112156441729
SP_TRITH/SP_CHATO;70;0.15714285714285714;0.5785714285714286;0.9749482401656309;0.24373706004140777;65.94412073154912;65.96832738327538
SP_TRITH/SP_HUMAN;70;0.42857142857142855;0.7142857142857143;0.8281573498964794;0.20703933747411984;56.015392424335595;55.21517253255943
SP_TRITH/SP_EAXAW;70;0.24285714285714285;0.6214285714285714;0.9401656314699794;0.23504140786749486;63.591474249727064;63.64929013690789
SP_TRITH/SP_SLY;70;0.5142857142857142;0.7571428571428571;0.7461697722567295;0.18654244306418238;50.46986857432648;49.748870451836055
SP_TRITH/SP_GEORGE;70;0.2571428571428571;0.6285714285714286;0.9474120082815738;0.23685300207039345;64.08160893344001;63.166157377248
SP_TRITH/SP_FULVER;70;0.6142857142857143;0.8071428571428572;0.6171842650103523;0.15429606625258807;41.74547120423617;42.115372849209706
SP_TRITH/SP_SCYLIOR;70;0.32857142857142857;0.6642857142857143;0.8904761904761906;0.22261904761904766;60.230550704266925;60.33637978495432
SP_ABADDONI/SP_REPLICON;70;-0.02857142857142857;0.4857142857142857;1.0136645962732915;0.2534161490683229;68.56284032738682;67.58337117985273
SP_ABADDONI/SP_LAENFA;70;-0.34285714285714286;0.32857142857142857;0.8952380952380942;0.22380952380952354;60.55263921070677;59.687601507696755
SP_ABADDONI/SP_CHATO;70;-0.24285714285714285;0.37857142857142856;0.9111801242236025;0.22779503105590063;61.630935514875304;63.64929013690789
SP_ABADDONI/SP_HUMAN;70;-0.11428571428571428;0.44285714285714284;1.0012422360248445;0.25031055900621113;67.72260944102179;66.75514359186435
SP_ABADDONI/SP_EAXAW;70;-0.07142857142857142;0.4642857142857143;0.965838509316771;0.24145962732919274;65.32795141488151;67.29349152405682
SP_ABADDONI/SP_SLY;70;0.11428571428571428;0.5571428571428572;1.0012422360248443;0.2503105590062111;67.72260944102179;66.75514359186437
SP_ABADDONI/SP_EGASSEM;70;-0.2857142857142857;0.35714285714285715;0.9316770186335398;0.23291925465838495;63.017316477377584;62.11706909912936
SP_ABADDONI/SP_GEORGE;70;-0.34285714285714286;0.32857142857142857;0.8952380952380942;0.22380952380952354;60.55263921070677;59.687601507696755
SP_ABADDONI/SP_ETTY;70;-0.2857142857142857;0.35714285714285715;0.9316770186335397;0.23291925465838492;63.01731647737757;62.11706909912936
SP_ABADDONI/SP_FULVER;70;0.2571428571428571;0.6285714285714286;0.9474120082815737;0.23685300207039342;64.08160893344001;63.166157377248
SP_ABADDONI/SP_CRAY;70;-0.3142857142857143;0.34285714285714286;0.9142857142857138;0.22857142857142845;61.84099323646653;60.957550475945624
SP_ABADDONI/SP_GYSACHE;70;-0.02857142857142857;0.4857142857142857;1.0136645962732915;0.2534161490683229;68.56284032738682;67.58337117985273
SP_ABADDONI/SP_SCYLIOR;70;-0.2;0.4;0.9739130434782609;0.24347826086956523;65.87410149101875;64.9330428982899
SP_ABADDONI/SP_TRITH;70;-0.5714285714285714;0.21428571428571427;0.6832298136645968;0.1708074534161492;46.21269875007695;45.55251733936153
