"data.File";"data.Entries";"data.Mean";"data.Mean_normalized";"data.Variance";"data.Variance_normalized";"two_tailed_result";"two_tailed_result_normalized";"one_tailed_result";"one_tailed_result_normalized";"p";"p_normalized"
"SP_HUMAN/SP_FULVER";70;0.4;0.7;0.852173913043478;0.21304347826087;TRUE;TRUE;TRUE;TRUE;0.000274001868255658;0.000408986659997224
"SP_EAXAW/SP_REPLICON";70;0.1;0.55;0.989855072463769;0.247463768115942;FALSE;FALSE;FALSE;FALSE;0.201644173367373;0.201391847123238
"SP_EAXAW/SP_CHATO";70;0.0857142857142857;0.542857142857143;1.00703933747412;0.25175983436853;FALSE;FALSE;FALSE;FALSE;0.238625405957459;0.236644732690045
"SP_EAXAW/SP_HUMAN";70;0;0.5;1.01449275362319;0.253623188405797;FALSE;FALSE;FALSE;FALSE;0.5;0.5
"SP_EAXAW/SP_SLY";70;0.4;0.7;0.852173913043478;0.21304347826087;TRUE;TRUE;TRUE;TRUE;0.000274001868255658;0.000408986659997224
"SP_EAXAW/SP_GEORGE";70;-0.0285714285714286;0.485714285714286;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_EAXAW/SP_FULVER";70;0.357142857142857;0.678571428571429;0.870600414078674;0.217650103519669;TRUE;TRUE;TRUE;TRUE;0.00103114787667979;0.00140371923100102
"SP_EGASSEM/SP_REPLICON";70;-0.0285714285714286;0.485714285714286;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_EGASSEM/SP_CHATO";70;-0.114285714285714;0.442857142857143;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_EGASSEM/SP_HUMAN";70;0.0571428571428571;0.528571428571429;1.0111801242236;0.252795031055901;FALSE;FALSE;FALSE;FALSE;0.31798715856201;0.316292560848021
"SP_EGASSEM/SP_EAXAW";70;0.0428571428571429;0.521428571428571;0.998136645962733;0.249534161490683;FALSE;FALSE;FALSE;FALSE;0.360381734882321;0.359958926597223
"SP_EGASSEM/SP_SLY";70;0.371428571428571;0.685714285714286;0.874534161490683;0.218633540372671;TRUE;TRUE;TRUE;TRUE;0.000713645555584952;0.000943083729622485
"SP_EGASSEM/SP_GEORGE";70;-0.114285714285714;0.442857142857143;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_EGASSEM/SP_FULVER";70;0.257142857142857;0.628571428571429;0.947412008281574;0.236853002070393;TRUE;TRUE;TRUE;TRUE;0.0152011273928541;0.0157218672729462
"SP_EGASSEM/SP_GYSACHE";70;0.0571428571428571;0.528571428571429;1.0111801242236;0.252795031055901;FALSE;FALSE;FALSE;FALSE;0.31798715856201;0.316292560848021
"SP_EGASSEM/SP_SCYLIOR";70;0.0285714285714286;0.514285714285714;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_EGASSEM/SP_TRITH";70;-0.4;0.3;0.852173913043478;0.21304347826087;TRUE;TRUE;TRUE;TRUE;0.000274001868255658;0.000408986659997224
"SP_GEORGE/SP_REPLICON";70;0.2;0.6;0.973913043478261;0.243478260869565;TRUE;TRUE;TRUE;TRUE;0.0472366194422202;0.0471321534206052
"SP_GEORGE/SP_CHATO";70;0.1;0.55;0.960869565217392;0.240217391304348;FALSE;FALSE;FALSE;FALSE;0.198160510361141;0.201391847123238
"SP_GEORGE/SP_HUMAN";70;0.257142857142857;0.628571428571429;0.947412008281574;0.236853002070393;TRUE;TRUE;TRUE;TRUE;0.0152011273928541;0.0157218672729462
"SP_GEORGE/SP_SLY";70;0.242857142857143;0.621428571428571;0.940165631469979;0.235041407867495;TRUE;TRUE;TRUE;TRUE;0.0198967507741752;0.0210824656266815
"SP_GEORGE/SP_FULVER";70;0.442857142857143;0.721428571428571;0.801035196687372;0.200258799171843;TRUE;TRUE;TRUE;TRUE;4.83720460114911e-05;0.000105608379017852
"SP_ETTY/SP_REPLICON";70;-0.0714285714285714;0.464285714285714;0.994824016563148;0.248706004140787;FALSE;FALSE;FALSE;FALSE;0.275511911817974;0.275048658615199
"SP_ETTY/SP_CHATO";70;-0.228571428571429;0.385714285714286;0.961490683229814;0.240372670807454;TRUE;TRUE;TRUE;TRUE;0.0276027338091396;0.0279146473196201
"SP_ETTY/SP_HUMAN";70;0.271428571428571;0.635714285714286;0.925258799171843;0.231314699792961;TRUE;TRUE;TRUE;TRUE;0.0105313541009768;0.0115754759926232
"SP_ETTY/SP_EAXAW";70;0.142857142857143;0.571428571428571;0.993788819875778;0.248447204968944;FALSE;FALSE;FALSE;FALSE;0.117322856757837;0.115998861814367
"SP_ETTY/SP_SLY";70;0.528571428571429;0.764285714285714;0.71656314699793;0.179140786749482;TRUE;TRUE;TRUE;TRUE;8.82369149746154e-07;4.88175014368153e-06
"SP_ETTY/SP_EGASSEM";70;0.228571428571429;0.614285714285714;0.961490683229814;0.240372670807454;TRUE;TRUE;TRUE;TRUE;0.0276027338091396;0.02791464731962
"SP_ETTY/SP_GEORGE";70;0.0142857142857143;0.507142857142857;0.999792960662527;0.249948240165632;FALSE;FALSE;FALSE;FALSE;0.452599341655378;0.452430564725224
"SP_ETTY/SP_FULVER";70;0.342857142857143;0.671428571428571;0.866252587991717;0.216563146997929;TRUE;TRUE;TRUE;TRUE;0.00147668490521402;0.00206179880065493
"SP_ETTY/SP_GYSACHE";70;0.171428571428571;0.585714285714286;0.984679089026916;0.246169772256729;FALSE;FALSE;TRUE;TRUE;0.0764375841302186;0.07574699620211
"SP_ETTY/SP_SCYLIOR";70;-0.0285714285714286;0.485714285714286;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_ETTY/SP_TRITH";70;-0.342857142857143;0.328571428571429;0.895238095238094;0.223809523809524;TRUE;TRUE;TRUE;TRUE;0.00171146014313295;0.00206179880065493
"SP_FULVER/SP_SLY";70;0.214285714285714;0.607142857142857;0.953416149068324;0.238354037267081;TRUE;TRUE;TRUE;TRUE;0.03532417497053;0.0364990227150578
"SP_CRAY/SP_REPLICON";70;0.285714285714286;0.642857142857143;0.93167701863354;0.232919254658385;TRUE;TRUE;TRUE;TRUE;0.00786071045220826;0.00841370474137837
"SP_CRAY/SP_LAENFA";70;-0.0857142857142857;0.457142857142857;1.00703933747412;0.25175983436853;FALSE;FALSE;FALSE;FALSE;0.238625405957459;0.236644732690045
"SP_CRAY/SP_CHATO";70;-0.0571428571428571;0.471428571428571;1.0111801242236;0.252795031055901;FALSE;FALSE;FALSE;FALSE;0.31798715856201;0.316292560848021
"SP_CRAY/SP_HUMAN";70;0;0.5;1.01449275362319;0.253623188405797;FALSE;FALSE;FALSE;FALSE;0.5;0.5
"SP_CRAY/SP_EAXAW";70;-0.0571428571428571;0.471428571428571;1.0111801242236;0.252795031055901;FALSE;FALSE;FALSE;FALSE;0.31798715856201;0.316292560848021
"SP_CRAY/SP_SLY";70;0.428571428571429;0.714285714285714;0.799171842650103;0.199792960662526;TRUE;TRUE;TRUE;TRUE;7.55490260830882e-05;0.000168096752374058
"SP_CRAY/SP_EGASSEM";70;0.3;0.65;0.908695652173913;0.227173913043478;TRUE;TRUE;TRUE;TRUE;0.00521747707733344;0.00603689862156143
"SP_CRAY/SP_GEORGE";70;0.0428571428571429;0.521428571428571;0.998136645962733;0.249534161490683;FALSE;FALSE;FALSE;FALSE;0.360381734882321;0.359958926597223
"SP_CRAY/SP_ETTY";70;0.0142857142857143;0.507142857142857;0.999792960662527;0.249948240165632;FALSE;FALSE;FALSE;FALSE;0.452599341655378;0.452430564725224
"SP_CRAY/SP_FULVER";70;0.485714285714286;0.742857142857143;0.775155279503105;0.193788819875776;TRUE;TRUE;TRUE;TRUE;8.78751716970605e-06;2.41424514630939e-05
"SP_CRAY/SP_GYSACHE";70;0.114285714285714;0.557142857142857;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_CRAY/SP_SCYLIOR";70;0.0857142857142857;0.542857142857143;0.978053830227744;0.244513457556936;FALSE;FALSE;FALSE;FALSE;0.235409645658381;0.236644732690045
"SP_CRAY/SP_TRITH";70;-0.228571428571429;0.385714285714286;0.961490683229814;0.240372670807454;TRUE;TRUE;TRUE;TRUE;0.0276027338091396;0.0279146473196201
"SP_GYSACHE/SP_REPLICON";70;0.128571428571429;0.564285714285714;0.983229813664596;0.245807453416149;FALSE;FALSE;FALSE;FALSE;0.140884056433588;0.141029437880779
"SP_GYSACHE/SP_CHATO";70;-0.0714285714285714;0.464285714285714;0.994824016563148;0.248706004140787;FALSE;FALSE;FALSE;FALSE;0.275511911817974;0.275048658615199
"SP_GYSACHE/SP_HUMAN";70;-0.0142857142857143;0.492857142857143;0.97080745341615;0.242701863354038;FALSE;FALSE;FALSE;FALSE;0.451900385235941;0.452430564725224
"SP_GYSACHE/SP_EAXAW";70;0.0714285714285714;0.535714285714286;0.994824016563148;0.248706004140787;FALSE;FALSE;FALSE;FALSE;0.275511911817974;0.275048658615199
"SP_GYSACHE/SP_SLY";70;0.442857142857143;0.721428571428571;0.801035196687372;0.200258799171843;TRUE;TRUE;TRUE;TRUE;4.83720460114911e-05;0.000105608379017852
"SP_GYSACHE/SP_GEORGE";70;-0.142857142857143;0.428571428571429;0.993788819875778;0.248447204968944;FALSE;FALSE;FALSE;FALSE;0.117322856757837;0.115998861814367
"SP_GYSACHE/SP_FULVER";70;0.257142857142857;0.628571428571429;0.947412008281574;0.236853002070393;TRUE;TRUE;TRUE;TRUE;0.0152011273928541;0.0157218672729462
"SP_GYSACHE/SP_SCYLIOR";70;-0.0142857142857143;0.492857142857143;0.999792960662527;0.249948240165632;FALSE;FALSE;FALSE;FALSE;0.452599341655378;0.452430564725224
"SP_GYSACHE/SP_TRITH";70;-0.4;0.3;0.852173913043478;0.21304347826087;TRUE;TRUE;TRUE;TRUE;0.000274001868255658;0.000408986659997224
"SP_SCYLIOR/SP_REPLICON";70;0.0714285714285714;0.535714285714286;0.994824016563148;0.248706004140787;FALSE;FALSE;FALSE;FALSE;0.275511911817974;0.275048658615199
"SP_SCYLIOR/SP_CHATO";70;-0.114285714285714;0.442857142857143;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_SCYLIOR/SP_HUMAN";70;0.114285714285714;0.557142857142857;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_SCYLIOR/SP_EAXAW";70;0.228571428571429;0.614285714285714;0.961490683229814;0.240372670807453;TRUE;TRUE;TRUE;TRUE;0.0276027338091396;0.02791464731962
"SP_SCYLIOR/SP_SLY";70;0.485714285714286;0.742857142857143;0.775155279503105;0.193788819875776;TRUE;TRUE;TRUE;TRUE;8.78751716970605e-06;2.41424514630939e-05
"SP_SCYLIOR/SP_GEORGE";70;-0.185714285714286;0.407142857142857;0.965010351966874;0.241252587991718;FALSE;FALSE;TRUE;TRUE;0.0591439688700084;0.0601164002684061
"SP_SCYLIOR/SP_FULVER";70;0.385714285714286;0.692857142857143;0.849068322981367;0.212267080745342;TRUE;TRUE;TRUE;TRUE;0.000406989552713344;0.000625221056705261
"SP_TRITH/SP_REPLICON";70;0.357142857142857;0.678571428571429;0.870600414078674;0.217650103519669;TRUE;TRUE;TRUE;TRUE;0.00103114787667979;0.00140371923100102
"SP_TRITH/SP_CHATO";70;0.157142857142857;0.578571428571429;0.974948240165631;0.243737060041408;FALSE;FALSE;TRUE;TRUE;0.0936975198282438;0.0942967210908815
"SP_TRITH/SP_HUMAN";70;0.428571428571429;0.714285714285714;0.828157349896479;0.20703933747412;TRUE;TRUE;TRUE;TRUE;9.62181958831243e-05;0.000168096752374058
"SP_TRITH/SP_EAXAW";70;0.242857142857143;0.621428571428571;0.940165631469979;0.235041407867495;TRUE;TRUE;TRUE;TRUE;0.0198967507741752;0.0210824656266815
"SP_TRITH/SP_SLY";70;0.514285714285714;0.757142857142857;0.74616977225673;0.186542443064182;TRUE;TRUE;TRUE;TRUE;2.24069713006259e-06;8.43177859799482e-06
"SP_TRITH/SP_GEORGE";70;0.257142857142857;0.628571428571429;0.947412008281574;0.236853002070393;TRUE;TRUE;TRUE;TRUE;0.0152011273928541;0.0157218672729462
"SP_TRITH/SP_FULVER";70;0.614285714285714;0.807142857142857;0.617184265010352;0.154296066252588;TRUE;TRUE;TRUE;TRUE;4.44999148641045e-09;1.3774769225261e-07
"SP_TRITH/SP_SCYLIOR";70;0.328571428571429;0.664285714285714;0.890476190476191;0.222619047619048;TRUE;TRUE;TRUE;TRUE;0.00240876010898639;0.00298863404623173
"SP_ABADDONI/SP_REPLICON";70;-0.0285714285714286;0.485714285714286;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_ABADDONI/SP_LAENFA";70;-0.342857142857143;0.328571428571429;0.895238095238094;0.223809523809524;TRUE;TRUE;TRUE;TRUE;0.00171146014313295;0.00206179880065493
"SP_ABADDONI/SP_CHATO";70;-0.242857142857143;0.378571428571429;0.911180124223603;0.227795031055901;TRUE;TRUE;TRUE;TRUE;0.0184292389207861;0.0210824656266815
"SP_ABADDONI/SP_HUMAN";70;-0.114285714285714;0.442857142857143;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_ABADDONI/SP_EAXAW";70;-0.0714285714285714;0.464285714285714;0.965838509316771;0.241459627329193;FALSE;FALSE;FALSE;FALSE;0.272561717565998;0.275048658615199
"SP_ABADDONI/SP_SLY";70;0.114285714285714;0.557142857142857;1.00124223602484;0.250310559006211;FALSE;FALSE;FALSE;FALSE;0.171307847898529;0.169489921989561
"SP_ABADDONI/SP_EGASSEM";70;-0.285714285714286;0.357142857142857;0.93167701863354;0.232919254658385;TRUE;TRUE;TRUE;TRUE;0.00786071045220826;0.00841370474137848
"SP_ABADDONI/SP_GEORGE";70;-0.342857142857143;0.328571428571429;0.895238095238094;0.223809523809524;TRUE;TRUE;TRUE;TRUE;0.00171146014313295;0.00206179880065493
"SP_ABADDONI/SP_ETTY";70;-0.285714285714286;0.357142857142857;0.93167701863354;0.232919254658385;TRUE;TRUE;TRUE;TRUE;0.00786071045220826;0.00841370474137848
"SP_ABADDONI/SP_FULVER";70;0.257142857142857;0.628571428571429;0.947412008281574;0.236853002070393;TRUE;TRUE;TRUE;TRUE;0.0152011273928541;0.0157218672729462
"SP_ABADDONI/SP_CRAY";70;-0.314285714285714;0.342857142857143;0.914285714285714;0.228571428571428;TRUE;TRUE;TRUE;TRUE;0.00380145316000546;0.00427548961856261
"SP_ABADDONI/SP_GYSACHE";70;-0.0285714285714286;0.485714285714286;1.01366459627329;0.253416149068323;FALSE;FALSE;FALSE;FALSE;0.406513765694561;0.405535064666954
"SP_ABADDONI/SP_SCYLIOR";70;-0.2;0.4;0.973913043478261;0.243478260869565;TRUE;TRUE;TRUE;TRUE;0.0472366194422202;0.0471321534206052
"SP_ABADDONI/SP_TRITH";70;-0.571428571428571;0.214285714285714;0.683229813664597;0.170807453416149;TRUE;TRUE;TRUE;TRUE;9.72938496435205e-08;8.724981254149e-07
